target_id	pdb_id	status	domain_ids	domain_residue_ranges	chain_id	auth_chain_id	entity_id	observed_label_seq_ranges	observed_label_seq_count	domain_residue_coverage	domain_missing_count	chain_supports_domain	reference_path	sha256	notes
H1267	9qcc	candidate			T	2	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1267	9qcc	candidate			U	U	1	19-130,138-310,317-438	407	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1267	9qcc	candidate			V	V	2	2-482	481	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1267	9qcc	candidate			W	3	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1267	9qcc	candidate			X	4	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1267	9qcc	candidate			Y	X	2	3-162,176-482	467	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1267	9qcc	candidate			Z	W	1	174-308,319-405,412-438	249	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qbl	candidate			A	A	1	24-187,194-265,276-314	275	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbl.cif	051c26ce7a3a47d774bb5b434b900cc8e287a49aef8b5f048419b43076be0a38	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBL_2 | Crystal structure of Xanthobacter autotrophicus SPARDA mutant lacking DREN nuclease domains | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbl	candidate			B	B	2	3-162,175-216,222-482	463	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbl.cif	051c26ce7a3a47d774bb5b434b900cc8e287a49aef8b5f048419b43076be0a38	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBL_2 | Crystal structure of Xanthobacter autotrophicus SPARDA mutant lacking DREN nuclease domains | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbl	candidate			C	C	1	40-186,194-270,275-297,299-314	263	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbl.cif	051c26ce7a3a47d774bb5b434b900cc8e287a49aef8b5f048419b43076be0a38	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBL_2 | Crystal structure of Xanthobacter autotrophicus SPARDA mutant lacking DREN nuclease domains | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbl	candidate			D	D	2	3-163,175-215,222-248,253-482	459	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbl.cif	051c26ce7a3a47d774bb5b434b900cc8e287a49aef8b5f048419b43076be0a38	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBL_2 | Crystal structure of Xanthobacter autotrophicus SPARDA mutant lacking DREN nuclease domains | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbq	candidate			A	A	1	20-47,53-79,100-121,128-134,147-324,331-403,410-451	377	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbq.cif	c374cfb0939a47c28e4bbf5c71a0bd9ad5eef5e2e55797534e5317b547b778ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBQ_2 | Crystal structure of apo SPARDA complex from Xanthobacter autotrophicus | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbq	candidate			B	B	2	2-163,175-216,223-482	464	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbq.cif	c374cfb0939a47c28e4bbf5c71a0bd9ad5eef5e2e55797534e5317b547b778ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBQ_2 | Crystal structure of apo SPARDA complex from Xanthobacter autotrophicus | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbq	candidate			C	C	1	20-62,66-323,330-451	423	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbq.cif	c374cfb0939a47c28e4bbf5c71a0bd9ad5eef5e2e55797534e5317b547b778ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBQ_2 | Crystal structure of apo SPARDA complex from Xanthobacter autotrophicus | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbq	candidate			D	D	2	1-163,175-215,222-482	465	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbq.cif	c374cfb0939a47c28e4bbf5c71a0bd9ad5eef5e2e55797534e5317b547b778ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBQ_2 | Crystal structure of apo SPARDA complex from Xanthobacter autotrophicus | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qcc	candidate			A	A	1	16-309,317-405,411-439	412	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			AA	5	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			B	B	2	3-482	480	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			BA	6	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			C	C	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			CA	Y	1	17-295,303-307,320-402,416-438	390	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			D	D	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			DA	Z	2	3-162,176-482	467	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			E	E	1	19-101,109-309,316-438	407	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			EA	7	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			F	F	2	2-163,169-482	476	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			FA	8	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			G	G	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			GA	S	5	13-31	19	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			H	H	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			HA	T	6	12-30	19	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			I	I	1	175-309,317-438	257	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			J	J	2	2-162,176-482	468	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			K	K	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			L	L	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			M	M	1	17-308,318-403,416-438	401	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			N	N	2	3-161,176-482	466	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			O	O	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			P	P	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			Q	Q	1	16-309,317-438	416	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			R	R	2	2-162,176-482	468	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			S	1	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			T	2	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			U	U	1	19-130,138-310,317-438	407	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			V	V	2	2-482	481	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			W	3	3	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			X	4	4	1-17	17	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			Y	X	2	3-162,176-482	467	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qcc	candidate			Z	W	1	174-308,319-405,412-438	249	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			A	A	1	6-58,61-250,269-305	280	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			B	B	1	6-58,61-250,269-305	280	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			C	C	2	34-118,150-371	307	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			D	D	2	34-119,150-371	308	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			E	E	3	1-134,155-235,302-330,342-444	347	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			F	F	3	1-134,155-235,302-330,342-444	347	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			G	G	4	166-520	355	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			H	H	4	166-518	353	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate			I	I	5	38-47,58-326,334-450	396	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
