target_id	pdb_id	status	target_chain_count	target_entity_count	target_oligo_state	candidate_entity_id	candidate_asym_ids	candidate_auth_asym_ids	candidate_atom_chain_count	candidate_atom_chains	assembly_id	assembly_oligomeric_details	assembly_oligomeric_count	assembly_asym_id_count	assembly_polymer_chain_count	assembly_candidate_asym_count	assembly_contains_all_candidate_asym_ids	assembly_entity_ids	assembly_entity_count	assembly_matches_target_chain_count	reference_path	sha256	notes
H2217	6ezo	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	decameric	10	11	10	2	true	1,2,3,4,5	5	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	6k71	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	tridecameric	13	13	13	2	true	1,2,3,4,5,6,7,8	8	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6k71.cif	d302f40f34666e56cfc47671e3747ef3f3038339ba2cfc6af2dfb871b52950e7	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6K71_5 | eIF2 - eIF2B complex | 2019-07-10T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	6k72	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	tetradecameric	14	14	14	2	true	1,2,3,4,5,6,7,8	8	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6k72.cif	74adb8c4e9b3b0680c411f0b2093a66e732c5350189dcc488186ceffe5c214ef	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6K72_5 | eIF2(aP) - eIF2B complex | 2019-07-10T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	6o85	candidate	6	6	UNK	1	A,B	A,B	2	A,B	1	tridecameric	13	14	13	2	true	1,2,3,4,5,6,7,8	8	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6o85.cif	bc93b8b194c02375e98e0c06f4ca76f7c55981b17668518782c794f1b2f2d33f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6O85_1 | Electron cryo-microscopy of the eukaryotic translation initiation factor 2B bound to eukaryotic translation initiation factor 2 from Homo sapiens | 2019-05-15T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d43	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	tetradecameric	14	14	14	2	true	1,2,3,4,5,6,7,8	8	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d43.cif	bb24352a5c946b829ae35b7f39b8cc16d094d97cdd06c7a892eb7c826950122b	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D43_5 | eIF2B-eIF2(aP), aPg complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	dodecameric	12	12	12	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	undecameric	11	11	11	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	decameric	10	10	10	2	true	1,2,3,4,5	5	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	dodecameric	12	12	12	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	pentadecameric	15	15	15	2	true	1,2,3,4,5,6,7,8,9	9	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f67	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	octadecameric	18	18	18	2	true	1,2,3,4,5,6,7,8,9	9	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f67.cif	d4ffdd588833c780ee263b1eb309005a6bb6599cdccd08a14ecc66a2b68bb762	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F67_5 | eIF2B-SFSV NSs-2-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7kmf	candidate	6	6	UNK	4	G,H	B,I	2	G,H	1	decameric	10	19	10	2	true	1,2,3,4,5	5	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7kmf.cif	d8064b1f7d7aba9f472c4453c344f970bd26d1efb0b52f76e56fad08d49f13b3	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7KMF_4 | Sugar phosphate activation of the stress sensor eIF2B | 2021-07-14T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7rlo	candidate	6	6	UNK	1	A,B	A,B	2	A,B	1	dodecameric	12	12	12	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7rlo.cif	aeb32f20ec9b4cae68e0bd3d3cfa981f59a039cb2b76fa2f57fdb198059d2534	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7RLO_1 | Structure of the human eukaryotic translation initiation factor 2B (eIF2B) in complex with a viral protein NSs | 2021-12-22T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7trj	candidate	6	6	UNK	1	A,F	A,B	2	A,F	1	decameric	10	10	10	2	true	1,2,3,4,5	5	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7trj.cif	7aa805f87e5c0a37ef0906ce74d7c4441dd416e49509b74d14c47448ee249a92	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7TRJ_1 | The eukaryotic translation initiation factor 2B from Homo sapiens with a H160D mutation in the beta subunit | 2022-04-27T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7vlk	candidate	6	6	UNK	5	I,J	I,J	2	I,J	1	dodecameric	12	12	12	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7vlk.cif	51d740ee75eef31c6879de5a7ee78bf5fbbcda3770ce4f9e4bffe634d5dfbd71	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7VLK_5 | eIF2B-SFSV NSs C2-imposed | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	9hvd	candidate	6	6	UNK	3	C,H	I,J	2	C,H	1	12-meric	12	12	12	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hvd.cif	60231b0603cfb47c34d6578181f71dda1b40ce1d4960990f1c87fa744f3501dd	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HVD_3 | Native human P-eIF2-eIF2B complex | 2025-11-19T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	9hve	candidate	6	6	UNK	3	D,L	I,J	2	D,L	1	hexadecameric	16	18	16	2	true	1,2,3,4,5,6,7,8	8	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hve.cif	2aacf2192283650dfa58d271e7d371dded823bf8241223ca63899942b04a420f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HVE_3 | Native human eIF2-eIF2B complex | 2025-11-19T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	9y3v	candidate	6	6	UNK	1	A,B	A,B	2	A,B	1	12-meric	12	23	12	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9y3v.cif	69396a605fdfa9a8009afa20b62d7f73646734fb63748ff407d426ee9af5a044	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9Y3V_1 | Eukaryotic translation initiation factor 2-B (eIF2B) bound to the viral effector AcP10 | 2026-06-24T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	9y4b	candidate	6	6	UNK	1	A,B	A,B	2	A,B	1	12-meric	12	25	12	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9y4b.cif	9fb6b6cdc0725dae4ea2ced7031d42669e10aadaf116e772f7d2730b8c67756f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9Y4B_1 | Eukaryotic translation initiation factor 2-B (eIF2B) with a truncation in the beta subunit (active-like-state) bound to the viral effector AcP10 | 2026-06-24T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	9y4w	candidate	6	6	UNK	1	A,B	A,B	2	A,B	1	11-meric	11	21	11	2	true	1,2,3,4,5,6	6	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9y4w.cif	cdb9325cf4e423f836b9e6ed3e00d47e03516969cd0cde182472450f89f7458e	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9Y4W_1 | Eukaryotic translation initiation factor 2-B (eIF2B) with a truncation in the beta subunit (active-like-state) asymmetrically bound to the viral effector AcP10 | 2026-06-24T00:00:00.000+00:00 | ELECTRON MICROSCOPY
